transaction_id,sender_id,recipient_id,transaction_type,amount,location,payment_method,sender_iban,recipient_iban,balance_after,description,timestamp
66f76fd5-d8ce-4fdf-9db6-6052aec7cf33,PRNT-LCUI-803-CHA-0,CMPSV30929,direct debit,245.63,,,FR70I5556812497454602285773,IT49Z5730251929980906007194515,22392.75,Professional indemnity monthly premium,2087-01-05T06:16:24
bb4e559d-648e-44fc-b2db-84950e65eff6,GYTU-DRNN-810-LYO-0,IMMO35021,transfer,121.21,,,FR35C8305807982713993582832,IT17T4436202140582503748890678,1254.73,Rent payment Jan - Abitare Oggi,2087-01-05T09:38:36
9888420b-abe5-424e-b746-10e5c70a42f6,EMP57219,SRNG-KRLA-805-DRE-0,transfer,2594.22,,,IT70Z2567029594425931777155481,DE29H3765595980408552608053,12190.54,Salary payment Jan,2087-01-05T10:00:03
29343115-203f-4efa-99ec-b37c7a2e7e82,RYRO-BNÎT-7CD-BOR-1,RES85514,transfer,844.59,,,FR70Y5755505904812448123133,IT21W3064080001422501206684968,8926.77,Rent payment Jan - Case Sicure Bordeaux,2087-01-05T11:26:50
62ccb1e2-e5ae-405b-9993-243307a7087b,EMP58241,LVRD-BLLY-7FC-CHA-1,transfer,6963.25,,,IT37U5092612550878597800743069,US07S9686003727743086128653,41522.05,Salary payment Jan,2087-01-05T11:52:21
46f012cd-ec1c-470d-b4db-3a070ef20e8c,EMP95778,HPKN-GRGE-7F1-STO-0,transfer,13157.06,,,IT21H8197554722353087862004314,GB22T2516808288912049814866,55349.94,Salary payment Jan,2087-01-05T12:09:53
7e13632d-fd89-4322-b390-53e68db14197,EMP22154,RYRO-BNÎT-7CD-BOR-1,transfer,3143.96,,,IT54M4297039260417904621922658,FR70Y5755505904812448123133,12070.73,Salary payment Jan,2087-01-05T12:38:09
5c6b210a-126d-4f6b-9fe0-3780d5dfb280,LVRD-BLLY-7FC-CHA-1,,in-person payment,57.15,Charlotte - Queen City Taproom,smartwatch,US07S9686003727743086128653,IT96X8164387570153343920013515,41464.90,,2087-01-05T12:38:27
722a3b3a-00ca-4088-b020-519d896b945d,PSQR-GTHA-801-LIL-0,STAN37517,transfer,949.52,,,FR63W6493380323616760643636,IT27U2381599835119030365148026,34122.53,Rent payment Jan - Rent&Go,2087-01-05T13:02:48
c45166a8-16a2-442a-8be0-52d422cedcd2,EMP90880,PYTA-MMNL-80C-SAI-0,transfer,1869.07,,,IT84B2117710143415512600916065,FR15F0734373857332780183787,5954.57,Salary payment Jan,2087-01-05T14:32:51
0a7e845b-444d-4a4f-beaf-3407fb6d0112,RYRO-BNÎT-7CD-BOR-1,,withdrawal,20.40,Bordeaux - ATM Bordeaux City Center,debit card,FR70Y5755505904812448123133,,12050.33,,2087-01-05T14:59:53
606c3f47-62d7-4d06-a855-3df6508f5906,LLLB-GSPP-7DB-CAN-1,HOME67617,transfer,885.12,,,IT45X7423537059632531575837,IT85I1750624875950990189498134,14187.84,Rent payment Jan - Locazioni Smart Canelli,2087-01-05T19:48:32
b72cfec8-7157-425c-889f-54be66430e4b,NDRS-CROA-811-STU-0,CASE50395,transfer,338.62,,,DE51T6206611129748644763117,IT52O4518139929871128851143811,5849.06,Rent payment Jan - Appartamenti Italia Stuttgart,2087-01-05T20:10:37
71283222-a5e6-421a-ad46-adcdd9681dfa,LVRD-BLLY-7FC-CHA-1,ENTWT89902,direct debit,166.32,,,US07S9686003727743086128653,IT94E3524147159054983456690826,41298.58,Professional indemnity insurance,2087-01-06T05:11:56
4fcb6751-4c55-484d-8a33-63c39a63473f,RYRO-BNÎT-7CD-BOR-1,,withdrawal,199.77,Bordeaux - ATM Bordeaux City Center,debit card,FR70Y5755505904812448123133,,11850.56,,2087-01-06T06:56:00
59d6f43d-94e8-4c90-afc0-c7acab0fdf57,HMLT-DNSE-7F6-LON-1,PROP12934,transfer,4862.78,,,GB85U2452711650918218975210,IT81T3996368160124299308348604,110785.26,Rent payment Jan - Housing Partners London,2087-01-06T08:21:56
61f40a7e-3cb3-4f0f-8cdd-d1294dc2e24c,EMP18907,GBRT-GNVÈ-807-RIO-1,transfer,1546.54,,,IT44F5562603903239196272976571,FR41A7904537918159470849421,5809.84,Salary payment Jan,2087-01-06T10:03:36
3c437788-54e6-444d-99a4-348c9fb8aa96,RYRO-BNÎT-7CD-BOR-1,,withdrawal,249.62,Bordeaux - ATM Bordeaux City Center,debit card,FR70Y5755505904812448123133,,11600.94,,2087-01-06T10:29:15
99f462af-675a-4bd1-a120-d1249f4ad52d,GBRT-GNVÈ-807-RIO-1,ABIT95535,transfer,498.43,,,FR41A7904537918159470849421,IT66K7459367186556623768191144,5311.41,Rent payment Jan - Residenze Milano Riom,2087-01-06T11:32:30
f78c99b8-b381-409b-a594-f10152f36906,EMP31504,NDRS-CROA-811-STU-0,transfer,883.61,,,IT70G3557824856076591163943865,DE51T6206611129748644763117,6732.67,Salary payment Jan,2087-01-06T11:53:50
b654f253-0763-4b46-b452-35e52e4af4ff,RYRO-BNÎT-7CD-BOR-1,ENTSP80409,e-commerce,39.74,BrightCart Marketplace,debit card,IT67K9397511204045267054053783,IT77L2543807531541990265474164,4071.29,,2087-01-06T12:25:19
9f066c5d-b28b-4ae0-afdb-b6542248b8a9,RYRO-BNÎT-7CD-BOR-1,,withdrawal,249.78,Bordeaux - ATM Bordeaux City Center,debit card,FR70Y5755505904812448123133,,11351.16,,2087-01-06T13:13:21
4f61494a-5117-436c-9596-d0d64c4cc743,LVRD-BLLY-7FC-CHA-1,PAYGS65505,e-commerce,221.68,Gas bill Feb,debit card,US07S9686003727743086128653,IT59E7215357393822367215712572,41076.90,,2087-01-06T13:43:43
6535f175-5c8d-49b0-b10e-29c7e61e601b,PRNT-LCUI-803-CHA-0,ORGSV23155,transfer,1427.11,,,IT41H4191523996029925509139305,IT54Z3200375405133048173766787,6868.39,Savings deposit,2087-01-06T13:44:14
4f05b5a5-6f6b-48d2-92f4-c3d5c3637871,LVRD-BLLY-7FC-CHA-1,,in-person payment,178.20,Charlotte - South End Coffee and Provisions,debit card,US07S9686003727743086128653,IT59E7215357393822367215712572,40898.70,,2087-01-06T16:11:07
764c65ec-8f85-4213-8d95-5858494feee0,EMP48296,KÜHN-MRSL-805-DUI-0,transfer,2329.30,,,IT74I8902573866203492317810930,DE77H2783902503801923110301,11031.64,Salary payment Jan,2087-01-06T16:49:21
7d3fa80e-d774-40ed-830b-a0ddb72f8b5c,PRNT-LCUI-803-CHA-0,,withdrawal,49.67,Challans - ATM Challans City Center,debit card,FR70I5556812497454602285773,,22343.08,,2087-01-06T16:55:08
dbcbab8b-8875-4b65-b134-e0af3a605087,PRNT-LCUI-803-CHA-0,PAYSP79867,transfer,54.61,,,FR70I5556812497454602285773,IT58F6290693604586995312713717,22288.47,Supplier payment,2087-01-06T17:27:07
c24565a2-8fbd-4686-9a22-5754ce469f75,PYTA-MMNL-80C-SAI-0,ABIT12409,transfer,704.68,,,IT56U7270202626980541322890480,IT57V5067056611426605145619057,1046.25,Rent payment Jan - Casa Gestione Saint-Rambert,2087-01-06T20:07:09
5b756627-698f-4da8-85ac-465ad7c95cfa,LVRD-BLLY-7FC-CHA-1,,withdrawal,100.42,Charlotte - ATM Uptown Charlotte,debit card,IT71R8688792661002403333798461,,7646.36,,2087-01-07T06:04:12
096c533a-3813-420e-b435-bea79f2d45b8,PRNT-LCUI-803-CHA-0,ENTPH41629,e-commerce,29.25,UrbanCart Marketplace,debit card,FR70I5556812497454602285773,IT92C3044442347178294006025651,22259.22,,2087-01-07T10:19:15
75e4691f-4056-4b9a-8f21-c0f2354766da,PLZZ-ZEIO-7D4-FAL-1,RES50070,transfer,1007.12,,,IT63K7880119925774979493266,IT79K2801173862873497794674681,9956.45,Rent payment Jan - Casa Tua Falconara Marittima,2087-01-07T10:25:37
33252e99-7869-4cf5-adae-da4e2bc6754d,KÜHN-MRSL-805-DUI-0,CASE59963,transfer,759.09,,,DE77H2783902503801923110301,IT62I5696294865450063641912075,10272.55,Rent payment Jan - Property Solutions,2087-01-07T10:31:56
408d6f77-c247-4c45-b98f-72b2513053ed,RYRO-BNÎT-7CD-BOR-1,,withdrawal,50.33,Camoapa - ATM Camoapa Market Square,debit card,FR70Y5755505904812448123133,,11300.83,,2087-01-07T11:10:36
536a021a-6832-4ba1-8d4c-d85cdb6da8da,LVRD-BLLY-7FC-CHA-1,TRDDN77849,e-commerce,58.53,UrbanCart Direct,Google Pay,US07S9686003727743086128653,IT28Y6090025707074995668470434,40840.17,,2087-01-07T11:16:38
ec5cd1ad-ff88-4927-80e2-5b503c5e7eed,LVRD-BLLY-7FC-CHA-1,RENT93454,transfer,2115.97,,,US07S9686003727743086128653,IT76B1666617386349777383230536,38724.20,Rent payment Jan - Property Solutions,2087-01-07T14:30:45
d2309901-bf6c-4bab-9aab-d0edc866e765,HPKN-GRGE-7F1-STO-0,DOM25704,transfer,2427.81,,,GB22T2516808288912049814866,IT51K3259343784104294944862274,52922.13,Rent payment Jan - Rent&Go Stourbridge,2087-01-07T20:18:13
334aea7f-31ce-4080-b07f-966564452c1a,PRNT-LCUI-803-CHA-0,,withdrawal,200.46,Challans - ATM Challans Market Square,debit card,FR70I5556812497454602285773,,22058.76,,2087-01-07T20:40:08
e7eb46e4-6d85-4b5e-aba5-56a327dc5218,PRNT-LCUI-803-CHA-0,TRDLN54549,e-commerce,202.13,LunaMart Online,debit card,FR70I5556812497454602285773,IT60P7607630787314782009304782,21856.63,,2087-01-08T07:19:49
3013be3e-117d-4cbd-846a-182912c62c48,LVRD-BLLY-7FC-CHA-1,,in-person payment,123.87,Charlotte - Queen City Taproom,debit card,US07S9686003727743086128653,IT84D2589723906569716317617260,38600.33,,2087-01-08T16:37:52
511142a3-a031-4c9d-8daa-6712c6dedb89,PRNT-LCUI-803-CHA-0,,in-person payment,194.85,Challans - Challans Market Cafe,mobile phone,FR70I5556812497454602285773,IT60P7607630787314782009304782,21661.78,,2087-01-08T19:16:55
71f99d7b-5964-4054-862b-b0969a143403,PRNT-LCUI-803-CHA-0,,in-person payment,118.99,Challans - Market Square Cafe,mobile phone,FR70I5556812497454602285773,IT60S9071054907058462048459661,21542.79,,2087-01-08T20:43:20
19ba6af4-750c-4386-9177-5b542d98b8e9,HMLT-DNSE-7F6-LON-1,CMPPH63588,e-commerce,79.43,Phone bill,debit card,GB85U2452711650918218975210,IT80P4489719155813329881115526,110705.83,,2087-01-09T15:09:41
86b2e443-b2d7-4406-b2fd-441e410278a5,LVRD-BLLY-7FC-CHA-1,,withdrawal,149.82,Charlotte - ATM Uptown Charlotte,debit card,US07S9686003727743086128653,,38450.51,,2087-01-09T21:38:06
bf026b90-b8c9-41db-9fac-08aff95fa9cd,RYRO-BNÎT-7CD-BOR-1,PAYNV14302,e-commerce,12.29,MarketLane Direct,debit card,IT67K9397511204045267054053783,IT77C1745370716979892129329570,4059.00,,2087-01-10T09:22:15
ba5b9900-b73b-48b0-83b8-a6ac0413724c,RYRO-BNÎT-7CD-BOR-1,,withdrawal,299.74,Camoapa - ATM Camoapa Central Plaza,debit card,FR70Y5755505904812448123133,,11001.09,,2087-01-10T11:47:19
0de6558d-c7fc-4fb1-b054-95242bfb1d70,RYRO-BNÎT-7CD-BOR-1,,withdrawal,249.98,Camoapa - ATM Camoapa Plaza,debit card,FR70Y5755505904812448123133,,10751.11,,2087-01-10T16:39:26
10b47761-9119-44bd-b09d-336bf12ef50d,PRNT-LCUI-803-CHA-0,,in-person payment,157.33,Challans - Challans Market Cafe,debit card,IT41H4191523996029925509139305,IT51I6851001313631271770036526,6711.06,,2087-01-10T17:12:13
88dafaea-d2b5-45a8-9f5b-5ff7582a88ad,GBRT-GNVÈ-807-RIO-1,,withdrawal,199.54,Riom - ATM Riom Market Square,debit card,IT52A4103070286526888206227746,,1627.59,,2087-01-11T07:46:40
116b9d79-3660-41bf-8112-b23555fff836,GBRT-GNVÈ-807-RIO-1,PAYSP98809,transfer,121.79,,,FR41A7904537918159470849421,IT23L8553406790177152901217759,5189.62,Supplier payment,2087-01-11T08:13:32
9447cb82-ad2f-4f70-ab67-e242a708ae64,RYRO-BNÎT-7CD-BOR-1,,in-person payment,38.45,Camoapa - Camoapa Central Grocery,mobile phone,FR70Y5755505904812448123133,IT20L7275894153953447111376838,10712.66,,2087-01-11T08:46:12
c817de60-429f-49e5-b48a-f8f3e04ae463,LVRD-BLLY-7FC-CHA-1,TRDGS45181,transfer,633.97,,,IT71R8688792661002403333798461,IT11Z6682697025993012031665514,7012.39,Gas bill Jan,2087-01-11T09:23:48
914143f7-4591-4351-b983-73d3f99da91a,PRNT-LCUI-803-CHA-0,,in-person payment,150.09,Challans - Challans Bakery Cafe,Google Pay,FR70I5556812497454602285773,IT51B6673335758163254632519028,21392.70,,2087-01-11T17:03:10
bd97c46a-3aef-4370-b6c5-16266f18ee76,GBRT-GNVÈ-807-RIO-1,,withdrawal,19.94,Riom - ATM Riom Town Hall,debit card,IT52A4103070286526888206227746,,1607.65,,2087-01-11T17:19:31
4e914853-46ed-4d3e-8ab4-fb8bc31fe0c2,RYRO-BNÎT-7CD-BOR-1,ENTMR25431,direct debit,58.91,,,FR70Y5755505904812448123133,IT42G7549429823243335795049855,10653.75,Private health insurance monthly premium,2087-01-12T06:19:53
0ec66177-6a0e-4019-8791-0629dfaa5e31,LVRD-BLLY-7FC-CHA-1,VNDMR54250,transfer,2812.09,,,US07S9686003727743086128653,IT21M3690840389444694823616150,35638.42,Emergency fund transfer,2087-01-12T09:59:47
ad92a11e-2a7c-4a92-8b9d-2130c9a5b1c8,PRNT-LCUI-803-CHA-0,ENTSP80409,e-commerce,287.13,BrightCart Marketplace,debit card,FR70I5556812497454602285773,IT77L2543807531541990265474164,21105.57,,2087-01-12T12:49:20
c23b5979-4ce4-4528-9a13-465f7fe164ff,PRNT-LCUI-803-CHA-0,,in-person payment,162.27,Challans - Challans Market Bakery,mobile phone,FR70I5556812497454602285773,IT94U2931143157339430362528155,20943.30,,2087-01-12T22:33:21
2faf31f7-a56e-4948-912c-f0abd09b9afe,RYRO-BNÎT-7CD-BOR-1,,in-person payment,53.81,Camoapa - Camoapa Central Market,debit card,FR70Y5755505904812448123133,IT18L2044856549035658045576632,10599.94,,2087-01-13T10:28:32
8b4aa36e-683e-494f-bac3-f58468dbafe8,LVRD-BLLY-7FC-CHA-1,,in-person payment,91.46,Charlotte - Plaza Midwood Pizza,Google Pay,IT95H2037364023010537530094474,IT95W1612502925171642024098840,7531.70,,2087-01-13T11:10:51
8885d888-682c-4bd8-8162-9186b8bbe9ce,PLZZ-ZEIO-7D4-FAL-1,,withdrawal,100.13,Falconara Marittima - ATM Falconara Marittima Station,debit card,IT82R8024070309857241301918061,,1519.81,,2087-01-13T13:05:20
945558aa-0c01-4176-a810-fe4e60bb7c7d,LVRD-BLLY-7FC-CHA-1,,withdrawal,50.12,Charlotte - ATM Uptown Charlotte,debit card,US07S9686003727743086128653,,35588.30,,2087-01-13T14:18:27
f8ae37e7-38ce-4330-b4b5-df1d9df893a4,LVRD-BLLY-7FC-CHA-1,TRDCN66708,e-commerce,102.18,MarketLane Commerce,debit card,US07S9686003727743086128653,IT95W1612502925171642024098840,35486.12,,2087-01-13T15:59:35
c0d8cd25-31c0-4224-a8bb-06e6b08dc156,LVRD-BLLY-7FC-CHA-1,ENTWT89902,transfer,500.15,,,IT71R8688792661002403333798461,IT94E3524147159054983456690826,6512.24,Water bill Jan,2087-01-13T19:39:17
7ac0e1d1-64e7-449b-aed4-02fa17863e0f,PRNT-LCUI-803-CHA-0,TRDDN43908,direct debit,155.63,,,FR70I5556812497454602285773,IT21K6934815358994280136991404,20787.67,Coworking space monthly fee,2087-01-14T00:47:32
40b52df5-3335-4aad-b303-24388ce560bd,PLZZ-ZEIO-7D4-FAL-1,,withdrawal,100.00,Falconara Marittima - ATM Falconara Seafront Plaza,debit card,IT63K7880119925774979493266,,9856.45,,2087-01-14T07:41:01
011564ff-0fd6-4403-8b81-8af840f87801,LVRD-BLLY-7FC-CHA-1,,in-person payment,24.56,Charlotte - Queen City Pizza,debit card,US07S9686003727743086128653,IT47E1017390277475577832032837,35461.56,,2087-01-14T10:58:14
1e098cea-6e9f-4682-8597-46b0aac95f6f,PRNT-LCUI-803-CHA-0,RETBL65182,e-commerce,346.28,BlueHarbor Market,PayPal,IT41H4191523996029925509139305,IT97H1712864302767990232046445,6364.78,,2087-01-14T12:23:19
3129ee69-7f71-4fb3-bef0-51f6d3643c76,GBRT-GNVÈ-807-RIO-1,,in-person payment,99.08,Riom - Riom Market and Deli,mobile phone,FR41A7904537918159470849421,IT10B8085125781285450560620036,5090.54,,2087-01-14T12:46:54
b789ba8c-2f3d-43e1-9bcd-6e1bbc6a7c13,GBRT-GNVÈ-807-RIO-1,PAYMR72125,e-commerce,160.66,Emergency fund transfer,debit card,FR41A7904537918159470849421,IT35D9730675536200955503744793,4929.88,,2087-01-14T20:33:01
58145d9e-7d0c-49f5-9907-ca40e3587b0d,PLZZ-ZEIO-7D4-FAL-1,TRDCN50462,direct debit,162.23,,,IT63K7880119925774979493266,IT45I1159846934522165033260224,9694.22,Senior health insurance monthly,2087-01-15T03:31:03
42033f13-69b1-40b4-8584-5ddc119d3467,LVRD-BLLY-7FC-CHA-1,CMPNV27239,direct debit,244.33,,,US07S9686003727743086128653,IT88H2006889064335979438924803,35217.23,Professional indemnity insurance,2087-01-15T06:28:13
eeb03276-aa15-47f5-91ac-52d21aba8033,RYRO-BNÎT-7CD-BOR-1,,withdrawal,249.75,Bordeaux - ATM Bordeaux City Center,debit card,FR70Y5755505904812448123133,,10350.19,,2087-01-15T07:45:58
ad322dcc-efc7-4e94-b80f-b4d3616acd86,PRNT-LCUI-803-CHA-0,VNDCN28312,e-commerce,226.63,PulseCart Market,debit card,FR70I5556812497454602285773,IT82N7605014368037703145728983,20561.04,,2087-01-15T09:50:37
bf08412b-51fd-4862-ae04-e4acf4402a8c,PLZZ-ZEIO-7D4-FAL-1,TRDCN50462,transfer,145.83,,,IT63K7880119925774979493266,IT45I1159846934522165033260224,9548.39,Consultant fee,2087-01-15T11:40:34
1dfc4666-7286-4cf8-b69d-7ab6ba08ae6c,PLZZ-ZEIO-7D4-FAL-1,,in-person payment,35.49,Falconara Marittima - Harborfront Cafe Falconara,mobile phone,IT63K7880119925774979493266,IT57V7235016792118035400568344,9512.90,,2087-01-15T13:06:44
f0b5e1f0-aff2-4401-82c1-62a6ede3f6f9,RYRO-BNÎT-7CD-BOR-1,,in-person payment,48.75,Bordeaux - Bordeaux Wine and Deli,debit card,FR70Y5755505904812448123133,IT92C3044442347178294006025651,10301.44,,2087-01-15T15:38:09
682c579c-b60f-4b6b-ba5e-0c989a787d63,GBRT-GNVÈ-807-RIO-1,,withdrawal,99.70,Riom - ATM Riom Market Square,debit card,FR41A7904537918159470849421,,4830.18,,2087-01-15T19:00:58
