transaction_id,sender_id,recipient_id,transaction_type,amount,location,payment_method,sender_iban,recipient_iban,balance_after,description,timestamp
43cfb0a0-3540-4793-b938-5b5daf78aaa3,MSIE-BRNT-7D5-ARN-1,RES27625,transfer,737.28,,,DE60P8383513020579134833709,IT14F9100830147540414667326092,9587.44,Rent payment Jan - Abitare Oggi Arnsberg,2087-01-06T12:58:22
7fd1b224-79d0-4a20-aade-6042a0721317,DÖHN-GDUI-811-WIE-0,,withdrawal,199.67,Wiesbaden - ATM Wiesbaden City Center,debit card,DE74X8794356022735306376013,,5326.18,,2087-01-06T13:33:11
00a30997-a168-47ef-af3a-d843ad795ac1,EMP69077,MSIE-BRNT-7D5-ARN-1,transfer,2480.43,,,IT33S6569698842795607516665363,DE60P8383513020579134833709,12067.87,Salary payment Jan,2087-01-06T14:33:40
475b466f-9845-4756-b73d-a7ef895120cf,SPNC-SRAA-7F1-IND-0,RENT26558,transfer,915.68,,,US86K4608896011535163593949,IT12O2464550077377007879857799,31007.96,Rent payment Jan - Abitare Oggi Indianapolis,2087-01-07T12:10:50
c437e1e4-7cb8-4ec7-94e4-685234fcdf85,BLND-MÉAI-7FE-PAR-1,CMPLN70574,direct debit,59.68,,,FR90R8489055650539701833516,IT37Y8299389180060050570994930,20987.17,Payroll service monthly fee,2087-01-08T06:56:40
96500b79-ca01-406d-a3e7-5e50f23ddc9b,BLND-MÉAI-7FE-PAR-1,,in-person payment,23.51,Paris - Left Bank Coffee Bar,mobile phone,FR90R8489055650539701833516,IT67L8007761933637229174569059,20963.66,,2087-01-08T08:37:32
05b4dfca-9b5c-40ad-b295-57b1106e77c9,BLND-MÉAI-7FE-PAR-1,ABIT44229,transfer,892.56,,,FR90R8489055650539701833516,IT98S1450308470404410827760394,20071.10,Rent payment Jan - Home Living Paris,2087-01-08T13:27:56
42dbdfa5-7d3a-4b4d-aa2c-ab9cd6b146ef,BLND-MÉAI-7FE-PAR-1,ORGWT27197,transfer,347.87,,,FR90R8489055650539701833516,IT75O3984035324423329572370248,19723.23,Water bill Jan,2087-01-08T15:22:48
f67d83a4-7290-4b05-8e8e-a33063ef26bd,LDCK-SLVT-7F8-MUN-0,,withdrawal,250.28,Munich - ATM Munich Central Station,debit card,DE71D4674228693667840434176,,50653.51,,2087-01-09T13:56:33
1e615b13-4e50-4b0d-b0a6-af32945dbd72,BRNT-JLTT-7D3-COR-0,,transfer,1499.70,,,FR42B3507838827333356413981,IT86Y4101281710164412300201212,11670.27,Rent payment June,2087-01-09T22:31:29
97c6ecbd-5450-437a-93b0-b6553e6adb51,LDCK-SLVT-7F8-MUN-0,,in-person payment,268.65,Munich - Marienplatz Coffee Co,mobile phone,DE71D4674228693667840434176,IT61V4129683407019174931669971,50384.86,,2087-01-10T18:01:44
42b192b6-0995-4850-b933-80b8e107362b,CHVN-GBRL-7CA-NAN-0,VNDNT46243,e-commerce,102.89,Internet bill Jul,debit card,FR33E7587255626666556950495,IT81K5626529416590985085123311,8746.63,,2087-01-10T20:57:10
508b6c4d-aa15-457b-858c-caf6d70a57b0,VSCN-MRAU-807-BRI-1,,transfer,451.11,,,IT65V4906447641554316582545,IT15A6578198950277682151444429,16322.17,Office supplies reimbursement,2087-01-11T15:25:32
d56197a7-83aa-4e2e-8b17-ab0f222b4d65,CHVN-GBRL-7CA-NAN-0,,withdrawal,50.26,Nantes - ATM Nantes Riverfront Plaza,debit card,FR33E7587255626666556950495,,8696.37,,2087-01-12T13:50:00
519ffcf9-21f1-494c-bef2-91139b7c6f09,CHVN-GBRL-7CA-NAN-0,ORGWT79947,transfer,279.32,,,IT86D4741727185571444348371827,IT51T4800419658443379064909601,1300.87,Water bill Jan,2087-01-12T20:06:17
e6df0473-b48a-490f-a30c-f8639f9630c0,CHVN-GBRL-7CA-NAN-0,VNDNT46243,e-commerce,55.29,Internet bill Jul,debit card,IT86D4741727185571444348371827,IT81K5626529416590985085123311,1245.58,,2087-01-13T07:32:32
4452c206-833a-4ae8-b9b7-87d1f4f9b00b,BLND-MÉAI-7FE-PAR-1,CMPNT60430,e-commerce,117.84,Internet bill Nov,debit card,FR90R8489055650539701833516,IT95U5962254644711674842277060,19605.39,,2087-01-13T08:42:06
f9422a6f-5369-42b8-b759-558735bbefbb,CHVN-GBRL-7CA-NAN-0,,in-person payment,27.70,Nantes - Nantes Riverfront Cafe,debit card,FR33E7587255626666556950495,IT86Z5320679877807319947768784,8668.67,,2087-01-13T10:15:55
12548c65-066c-4f56-a6df-9c2f9fc46001,DÖHN-GDUI-811-WIE-0,ORGDN82085,e-commerce,36.33,SwiftCart Express,debit card,DE74X8794356022735306376013,IT90R3368312593406739101387325,5289.85,,2087-01-13T21:14:51
bd0e37c1-872a-4b3f-a0e3-8ef96711d971,CHVN-GBRL-7CA-NAN-0,VNDSR71762,e-commerce,79.69,SwiftBasket Online,debit card,FR33E7587255626666556950495,IT67G3761931596833930523822266,8588.98,,2087-01-14T10:45:15
e0838fb3-f9da-4d4d-9d70-2ab9804f5de2,DÖHN-GDUI-811-WIE-0,WEBCR60913,e-commerce,49.92,CartNest Online,debit card,DE74X8794356022735306376013,IT71O6867251482505576615434794,5239.93,,2087-01-14T19:01:47
9d416df0-43bd-4947-b267-14d3565187c8,LDCK-SLVT-7F8-MUN-0,SUBRN35030,direct debit,153.85,,,DE71D4674228693667840434176,IT92B9114963149636002082011309,50231.01,Investment platform monthly fee,2087-01-15T00:27:41
2dd95169-0e78-4a8f-b830-e1bb72eaece3,PRKR-JLUI-7D4-AUR-0,,withdrawal,250.24,Aurora - ATM Aurora Central Plaza,debit card,US73J9650405635383123411206,,9194.72,,2087-01-15T08:15:30
be040069-f778-48cd-84d5-2f963061d6d5,BLND-MÉAI-7FE-PAR-1,PAYNV92616,transfer,138.09,,,FR90R8489055650539701833516,IT81Q3348775747740090240329478,19467.30,Invoice settlement,2087-01-15T15:24:07
bcf39536-20f0-403b-ac4b-00aa34cb90a7,PRKR-JLUI-7D4-AUR-0,VNDLN78597,transfer,438.06,,,US73J9650405635383123411206,IT17O5017747220493654041238179,8756.66,Loan payment,2087-01-15T19:46:33
dacf8613-d0d1-47c8-9a03-a39be77c64f5,VSCN-MRAU-807-BRI-1,,transfer,1495.83,,,IT65V4906447641554316582545,IT15A6578198950277682151444429,14826.34,Office supplies invoice 2087 payment,2087-01-16T09:01:10
2842e32f-6993-47b6-a4a5-608c137a9b47,LDCK-SLVT-7F8-MUN-0,CMPCN77797,transfer,471.25,,,DE71D4674228693667840434176,IT33Y7204447369010961485363026,49759.76,Consultant fee,2087-01-16T13:27:54
d51e7810-feff-42fb-aed1-cc0115d81615,PRKR-JLUI-7D4-AUR-0,,withdrawal,200.29,Aurora - ATM Aurora Lakeside Plaza,debit card,US73J9650405635383123411206,,8556.37,,2087-01-18T08:43:40
c5cbac31-13af-4205-965d-12629c734cc6,BRNT-JLTT-7D3-COR-0,,transfer,1500.31,,,FR42B3507838827333356413981,IT86Y4101281710164412300201212,10169.96,Apartment rent payment,2087-01-18T11:17:03
7db1fd5e-1cb0-41fa-8c52-7351b38a3800,DÖHN-GDUI-811-WIE-0,,in-person payment,11.29,Wiesbaden - Rheingau Wine Shop,mobile phone,DE74X8794356022735306376013,IT76L9018114868072980990822770,5228.64,,2087-01-19T08:45:13
f0031607-1700-4315-a431-6afb231d23fb,PRKR-JLUI-7D4-AUR-0,,in-person payment,36.93,Aurora - Aurora Main Street Market,debit card,US73J9650405635383123411206,IT95U5962254644711674842277060,8519.44,,2087-01-19T08:57:21
9d3cf87c-0810-4ad0-9f82-337f05fa6a3e,BLND-MÉAI-7FE-PAR-1,VNDSP77054,transfer,147.34,,,FR90R8489055650539701833516,IT62K1972410381415512828856089,19319.96,Supplier payment,2087-01-19T14:42:06
e911280e-88cb-40e0-bff3-d12aa394b81a,CHVN-GBRL-7CA-NAN-0,,in-person payment,34.45,Nantes - Loire River Bistro,mobile phone,FR33E7587255626666556950495,IT28A7963527443918107799919960,8554.53,,2087-01-20T08:18:29
6c8422b4-64e2-4726-aba5-26d2ea1e0d2b,BRNT-JLTT-7D3-COR-0,,in-person payment,8.92,Cornebarrieu - Aerospace Park Cafe,debit card,FR42B3507838827333356413981,IT15J1764335567531753719427228,10161.04,,2087-01-20T15:53:52
90a84065-9df4-4195-9c03-d4b638ee5cc3,CHVN-GBRL-7CA-NAN-0,ORGSR47237,transfer,570.69,,,FR33E7587255626666556950495,IT74O3080741831941911001745014,7983.84,Home insurance premium,2087-01-20T17:16:31
1dd04223-e584-4c68-9527-846b83f043df,PTTR-JMSA-80C-CER-0,,in-person payment,99.18,Ceres - Ceres Farmers Market,mobile phone,US81B6556270410726227697631,IT57L1743602330035224205197644,11314.86,,2087-01-20T18:11:18
3e7a6b7e-ac7f-4102-a9b8-47856bfaa76e,PRKR-JLUI-7D4-AUR-0,MKTRB58940,e-commerce,48.12,UrbanCart Direct,PayPal,US73J9650405635383123411206,IT79M4815690198929313446792866,8471.32,,2087-01-20T22:36:46
6fcd3c08-9636-405c-93be-4827905207d4,PTTR-JMSA-80C-CER-0,,in-person payment,42.27,Ceres - Ceres Main Street Deli,smartwatch,US81B6556270410726227697631,IT57L1743602330035224205197644,11272.59,,2087-01-21T12:26:50
0913e4a0-c291-4e29-a7fb-6459c47d3b17,LDCK-SLVT-7F8-MUN-0,SUBRN50191,direct debit,194.73,,,DE71D4674228693667840434176,IT86Y4101281710164412300201212,49565.03,Portfolio management monthly fee,2087-01-22T03:03:17
2e01047e-a9d4-45d6-8290-a4730193ba84,DÖHN-GDUI-811-WIE-0,BILCY64752,direct debit,24.38,,,DE74X8794356022735306376013,IT32B4839502289984175577933503,5204.26,Student mobile plan monthly fee,2087-01-23T08:11:23
6bea2ddc-9c71-47a9-a811-dc84b84aabec,PRKR-JLUI-7D4-AUR-0,,withdrawal,250.41,Aurora - ATM Aurora Central Plaza,debit card,US73J9650405635383123411206,,8220.91,,2087-01-23T15:10:02
64fbb1fe-8ed2-46ce-9335-b97c44418107,DÖHN-GDUI-811-WIE-0,ENTSP86939,transfer,80.30,,,DE74X8794356022735306376013,IT92N9620458521777064197794751,5123.96,Supplier payment,2087-01-23T18:55:31
a6ce0e2c-faca-41ce-b8b8-fc005ff23933,LDCK-SLVT-7F8-MUN-0,,in-person payment,155.45,Munich - English Garden Cafe,Google Pay,DE71D4674228693667840434176,IT83E4849547109309793855778521,49409.58,,2087-01-24T08:25:12
8f780452-9467-4193-9e7e-b64bc74f54e0,BLND-MÉAI-7FE-PAR-1,TRDNV36213,e-commerce,139.49,SwiftCart Direct,debit card,FR90R8489055650539701833516,IT43U3285379902616765314341648,19180.47,,2087-01-24T10:18:07
f4c5610f-bc15-4393-96d5-70687ef1528f,VSCN-MRAU-807-BRI-1,MKTRB87836,e-commerce,153.59,UrbanCart Marketplace,debit card,IT65V4906447641554316582545,IT22Q2856244960995614933263701,14672.75,,2087-01-24T15:23:46
cda98320-3d2f-42f2-b2ef-b7fd55dc6a6d,PRKR-JLUI-7D4-AUR-0,MKTRB42244,e-commerce,62.67,UrbanCart Marketplace,Google Pay,US73J9650405635383123411206,IT79J9233857324476888800710711,8158.24,,2087-01-24T15:26:03
a5dc3233-26d9-4e5b-8fe6-273ec40bfb19,BRNT-JLTT-7D3-COR-0,,withdrawal,199.63,Cornebarrieu - ATM Cornebarrieu Town Center,debit card,FR42B3507838827333356413981,,9961.41,,2087-01-24T19:46:28
e5b26af4-d5f2-4193-8b33-529327277a6b,BLND-MÉAI-7FE-PAR-1,,in-person payment,85.43,Paris - Left Bank Bookshop,mobile phone,FR90R8489055650539701833516,IT48W5478109561792252177824866,19095.04,,2087-01-25T12:53:33
2e87ecbb-2ae6-439a-9b95-c7c79300205d,MBRT-JSÉP-811-TON-0,MKTBR34516,e-commerce,21.04,BrightBasket Shop,debit card,FR31S2063414610415586638765,IT32R2231625070248357152128392,5172.93,,2087-01-25T16:07:21
2c65336d-56b3-4802-b40b-9698e99ee87f,CHVN-GBRL-7CA-NAN-0,,withdrawal,100.28,Nantes - ATM Nantes Commerce Square,debit card,IT50D2188766869134728061332529,,1479.91,,2087-01-26T22:29:41
6abc4ea1-7e1a-4cf1-add1-92c47fb06481,CHVN-GBRL-7CA-NAN-0,ENTNV54240,direct debit,86.48,,,FR33E7587255626666556950495,IT53I5725665159010971934235146,7897.36,Private health insurance monthly fee,2087-01-27T06:48:16
160c2cb6-d42d-4d28-893a-db7f644a08a0,PTTR-JMSA-80C-CER-0,ORGSV78971,e-commerce,121.53,Savings transfer Feb,debit card,US81B6556270410726227697631,IT70P8310725056885422811624484,11151.06,,2087-01-27T18:15:35
3ddebcff-4767-4885-8918-5ae53e4bdacf,LDCK-SLVT-7F8-MUN-0,,in-person payment,347.61,Munich - Bavarian Corner Cafe,debit card,DE71D4674228693667840434176,IT72K6420692860806917285766561,49061.97,,2087-01-27T19:27:04
3d55a735-4abd-4df6-80fb-b2a1a0c4ac72,MBRT-JSÉP-811-TON-0,TRDMR80928,e-commerce,47.07,Emergency fund transfer,debit card,FR31S2063414610415586638765,IT92Z6900288202317834238098209,5125.86,,2087-01-29T07:20:24
a0654661-964d-40b7-81f4-c37a6ad36d3f,BLND-MÉAI-7FE-PAR-1,,in-person payment,80.60,Paris - Left Bank Coffeehouse,debit card,FR90R8489055650539701833516,IT33V4675839538581477657405814,19014.44,,2087-01-29T08:35:31
b0c15692-7868-4a66-824f-238802fcaa65,SHPH-DNLA-7D2-LON-0,,withdrawal,150.49,London - ATM Kings Cross Station,debit card,GB14R4522140264953616778153,,12982.68,,2087-01-29T09:50:37
a224bbd5-d65b-4653-830d-07c933842f48,BRNT-JLTT-7D3-COR-0,PAYSW84518,e-commerce,115.71,SwiftCart Direct,debit card,FR42B3507838827333356413981,IT43U6533373287222552028481980,9845.70,,2087-01-29T10:45:45
d65b91f9-1e0f-4b42-8411-daa67cd6f6d4,PTTR-JMSA-80C-CER-0,,withdrawal,250.18,Ceres - ATM Ceres Market Square,debit card,US81B6556270410726227697631,,10900.88,,2087-01-29T20:39:53
bbded06e-079f-46bd-9624-ca68237d1342,MBRT-JSÉP-811-TON-0,,in-person payment,21.49,Tonneins - Riverside Market Tonneins,debit card,FR31S2063414610415586638765,IT91V9827590068784102836031588,5104.37,,2087-01-29T21:27:36
1b249141-bc6b-4d5b-a8f5-f0a49deaaacc,SHPH-DNLA-7D2-LON-0,,withdrawal,199.98,London - ATM Kings Cross Station,debit card,GB14R4522140264953616778153,,12782.70,,2087-01-29T22:14:01
36ad11c7-8001-4ce2-8a80-e3c01bf0eea1,MBRT-JSÉP-811-TON-0,SHPBR81149,direct debit,22.80,,,FR31S2063414610415586638765,IT68S5471851559593451528377954,5081.57,Student gym membership monthly fee,2087-01-30T01:44:43
db65758a-1258-4f95-ad3b-b5faea403a0f,PRKR-JLUI-7D4-AUR-0,,withdrawal,150.08,Aurora - ATM Aurora Central Plaza,debit card,US73J9650405635383123411206,,8008.16,,2087-01-30T14:03:40
c1772737-4369-4e3a-8e88-9a83e6be171e,MBRT-JSÉP-811-TON-0,RETBR39847,e-commerce,29.47,BrightCart Market,debit card,FR31S2063414610415586638765,IT67Y4187947016166581366013294,5052.10,,2087-01-31T17:10:39
4c137049-4444-4a8a-85af-10f3a763bee7,LDCK-SLVT-7F8-MUN-0,,in-person payment,54.20,Munich - Isar River Cafe,smartwatch,DE71D4674228693667840434176,IT89Q4427955042524602574994048,49007.77,,2087-01-31T18:40:06
c32b975a-ad78-4a54-9371-17b40cb0ed6d,PRKR-JLUI-7D4-AUR-0,TRDSR93221,direct debit,116.72,,,US73J9650405635383123411206,IT98U5589948318203374214469907,7891.44,Private health insurance monthly fee,2087-02-01T04:51:47
346cea9f-35a1-4d28-9e6f-e3b0181b5c4a,MBRT-JSÉP-811-TON-0,ENTNV60512,e-commerce,44.83,BrightBay Commerce,debit card,FR31S2063414610415586638765,IT84S1496673444923826226873821,5007.27,,2087-02-01T09:53:54
01c0dae8-1c0c-4d73-9895-b8d10cb3a6cb,VSCN-MRAU-807-BRI-1,SHPBR81149,e-commerce,150.68,BrightLane Commerce,debit card,IT65V4906447641554316582545,IT17V3967241156254729943382994,14522.07,,2087-02-01T12:22:41
1d3370c9-5906-4194-bb0b-4d4de71c2563,MBRT-JSÉP-811-TON-0,,in-person payment,11.95,Tonneins - Garonne River Bistro,mobile phone,FR31S2063414610415586638765,IT90R3368312593406739101387325,4995.32,,2087-02-01T17:25:51
ba622811-62fb-44a1-be8d-82d483557d41,LDCK-SLVT-7F8-MUN-0,ORGPH51465,e-commerce,192.89,Phone bill,debit card,DE71D4674228693667840434176,IT96Z1210546032275904732083022,48814.88,,2087-02-01T17:53:16
28911485-d048-42cd-96a2-f2fd5d2ac076,PTTR-JMSA-80C-CER-0,ORGSV78971,transfer,206.58,,,IT13C8326643960017377760846662,IT70P8310725056885422811624484,4088.45,Savings transfer Feb,2087-02-01T18:40:03
c6908a03-f52b-4d74-ba25-31869faadd4f,SPNC-SRAA-7F1-IND-0,MKTRB42244,e-commerce,132.88,UrbanCart Marketplace,Google Pay,US86K4608896011535163593949,IT15J1764335567531753719427228,30875.08,,2087-02-01T20:56:28
30da0670-e416-400a-a194-68ce4be8bbe3,BLND-MÉAI-7FE-PAR-1,PAYRB68538,e-commerce,116.32,UrbanCart Marketplace,PayPal,FR90R8489055650539701833516,IT44G4198169438257214043090219,18898.12,,2087-02-02T10:57:16
87cac4d0-c3a3-4f96-af4e-d44ae51c6ca9,EMP53081,BRNT-JLTT-7D3-COR-0,transfer,3032.38,,,IT41Z4500711994326762714842947,FR42B3507838827333356413981,12878.08,Salary payment Feb,2087-02-02T14:31:16
74b901ed-d6b4-408e-aeac-932e0c563d40,EMP15234,CHVN-GBRL-7CA-NAN-0,transfer,2151.03,,,IT94S2077695864087170283489745,FR33E7587255626666556950495,10048.39,Salary payment Feb,2087-02-02T15:08:51
ed39a180-6455-4b4f-88a1-97c927874e1b,BLND-MÉAI-7FE-PAR-1,TRDWT19836,transfer,303.75,,,FR90R8489055650539701833516,IT91F5920380502110589544279971,18594.37,Water bill Feb,2087-02-02T18:05:58
19a70eb1-15bb-4203-b031-5d11fe6447b2,VSCN-MRAU-807-BRI-1,,in-person payment,50.94,Brindisi - Adriatic Harbor Cafe,debit card,IT65V4906447641554316582545,IT62W5853290595687745805500102,14471.13,,2087-02-02T22:31:41
67e9f6ec-386b-4918-a6f0-0f5b0b676100,CHVN-GBRL-7CA-NAN-0,HOME51512,transfer,606.94,,,IT86D4741727185571444348371827,IT40J3137802786087101712805479,638.64,Rent payment Feb - Residenze Milano Nantes,2087-02-03T09:38:23
1f6f7ca3-9f78-4e32-99ed-82b8eab43e25,EMP89281,PTTR-JMSA-80C-CER-0,transfer,2166.06,,,IT13X4417277572470171512581046,US81B6556270410726227697631,13066.94,Salary payment Feb,2087-02-03T12:37:20
983a022a-3d35-4371-863c-ffbe7594cc3b,BRNT-JLTT-7D3-COR-0,,in-person payment,13.91,Cornebarrieu - Cornebarrieu Village Market,smartwatch,FR42B3507838827333356413981,IT29J8296262522186840796017131,12864.17,,2087-02-03T12:46:42
86bd7fd9-8cb3-4796-8465-47fe83c98416,EMP32040,LDCK-SLVT-7F8-MUN-0,transfer,8440.54,,,IT46E8430574587967921105101841,DE71D4674228693667840434176,57255.42,Salary payment Feb,2087-02-03T13:53:03
66df41cf-633e-4fca-a517-5f3e24d338e0,LDCK-SLVT-7F8-MUN-0,COMRB87635,e-commerce,453.97,UrbanCart Marketplace,Google Pay,DE71D4674228693667840434176,IT87L6311882031754149658680247,56801.45,,2087-02-03T14:04:49
eddce095-3075-414b-8685-e65f26175222,EMP95124,PRKR-JLUI-7D4-AUR-0,transfer,2225.50,,,IT19Z5458274275387459012893952,US73J9650405635383123411206,10116.94,Salary payment Feb,2087-02-03T15:05:08
9a858bf0-fba1-4564-b383-d3ca5279aeb7,MBRT-JSÉP-811-TON-0,VNDSR25765,e-commerce,46.82,MarketLane Commerce,debit card,FR31S2063414610415586638765,IT58M6215796126021839764536386,4948.50,,2087-02-03T17:17:04
af1f1db5-a516-4edf-9d50-8304c804e1f9,VSCN-MRAU-807-BRI-1,,in-person payment,26.40,Brindisi - Portside Espresso Bar,debit card,IT65V4906447641554316582545,IT51T4800419658443379064909601,14444.73,,2087-02-03T18:04:21
10e769da-da46-4412-a8b1-6d6fb43af8c8,DÖHN-GDUI-811-WIE-0,ORGSR47237,direct debit,23.84,,,DE74X8794356022735306376013,IT74O3080741831941911001745014,5100.12,Mobile plan monthly fee,2087-02-04T01:43:08
